gene_id	chromosome	start	end	strand	gene_name
CLCNKA	chr1	16022036	16034050	+	CLCNKA
FAM131C2P	chr1	16034510	16040031	-	FAM131C2P
CLCNKB	chr1	16043782	16057326	+	CLCNKB
FAM131C	chr1	16057769	16073651	-	FAM131C
EPHA2	chr1	16124337	16156069	-	EPHA2
EPHA2-AS1	chr1	16155215	16166742	+	EPHA2-AS1
ARHGEF19	chr1	16197854	16212652	-	ARHGEF19
ANO7L1	chr1	16215907	16226931	-	ANO7L1
CPLANE2	chr1	16231692	16237183	-	CPLANE2
MT1XP1	chr1	16241080	16241440	-	MT1XP1
FBXO42	chr1	16246840	16352480	-	FBXO42
SZRD1	chr1	16367242	16398145	+	SZRD1
RPL22P3	chr1	16369093	16369551	-	RPL22P3
SPATA21	chr1	16395677	16437842	-	SPATA21
NECAP2	chr1	16440724	16460078	+	NECAP2
LINC01772	chr1	16460948	16468481	+	LINC01772
CROCCP3	chr1	16467436	16492701	-	CROCCP3
RNU1-1	chr1	16514122	16514285	-	RNU1-1
TRN-GTT5-1	chr1	16520585	16520658	-	TRN-GTT5-1
LINC01783	chr1	16533891	16535652	-	LINC01783
RNU1-6P	chr1	16534081	16534224	-	RNU1-6P
TRE-TTC4-1	chr1	16535279	16535350	-	TRE-TTC4-1
LOC124903856	chr1	16538986	16539663	+	LOC124903856
TRG-CCC1-1	chr1	16545939	16546009	-	TRG-CCC1-1
TRV-CAC11-1	chr1	16547665	16547737	-	TRV-CAC11-1
PDE4DIPP8	chr1	16548651	16551230	-	PDE4DIPP8
LOC101056699	chr1	16553462	16553533	+	LOC101056699
NBPF1	chr1	16562423	16613564	-	NBPF1
LOC124900584	chr1	16618256	16631286	-	LOC124900584
CROCCP2	chr1	16632279	16646683	-	CROCCP2
MST1P2	chr1	16645574	16650420	+	MST1P2
RNU1-3	chr1	16666785	16666948	-	RNU1-3
LOC124903857	chr1	16672506	16673512	+	LOC124903857
TRG-CCC4-1	chr1	16678271	16678341	-	TRG-CCC4-1
EIF1AXP1	chr1	16683091	16686249	-	EIF1AXP1
ESPNP	chr1	16691218	16720157	-	ESPNP
LOC124903858	chr1	16699997	16705455	+	LOC124903858
TRV-CAC13-1	chr1	16725566	16725638	+	TRV-CAC13-1
TRG-CCC5-1	chr1	16727285	16727355	+	TRG-CCC5-1
LOC124903859	chr1	16737350	16740485	-	LOC124903859
RNU1-4	chr1	16740516	16740679	+	RNU1-4
CROCCP4	chr1	16750235	16750964	+	CROCCP4
MST1L	chr1	16757120	16764480	-	MST1L
PDE4DIPP9	chr1	16856711	16859284	+	PDE4DIPP9
TRV-CAC11-2	chr1	16860198	16860270	+	TRV-CAC11-2
TRG-CCC1-2	chr1	16861921	16861991	+	TRG-CCC1-2
LOC124903860	chr1	16867228	16873330	-	LOC124903860
LINC03126	chr1	16872226	16874096	+	LINC03126
TRE-TTC3-1	chr1	16872583	16872654	+	TRE-TTC3-1
RNU1-5P	chr1	16873708	16873851	+	RNU1-5P
LOC107985101	chr1	16887335	16889613	+	LOC107985101
LOC105376805	chr1	16888538	16889666	-	LOC105376805
TRN-GTT4-1	chr1	16889677	16889750	+	TRN-GTT4-1
RNU1-2	chr1	16895980	16896143	+	RNU1-2
CROCC	chr1	16914085	16972964	+	CROCC
MFAP2	chr1	16974502	16981583	-	MFAP2
LOC105376806	chr1	16975861	16977795	+	LOC105376806
ATP13A2	chr1	16985958	17011928	-	ATP13A2
SDHB	chr1	17018722	17054032	-	SDHB
PADI2	chr1	17066761	17119451	-	PADI2
LOC124903861	chr1	17111776	17113845	+	LOC124903861
LOC105376808	chr1	17135665	17138955	+	LOC105376808
LINC02783	chr1	17189789	17196387	+	LINC02783
PADI1	chr1	17205128	17246007	+	PADI1
PADI3	chr1	17249098	17284233	+	PADI3
PADI4	chr1	17308197	17364004	+	PADI4
PADI6	chr1	17372196	17401699	+	PADI6
RCC2	chr1	17406760	17439677	-	RCC2
RCC2-AS1	chr1	17406761	17407382	+	RCC2-AS1
LOC124903862	chr1	17440136	17441543	-	LOC124903862
LOC124904837	chr1	17449763	17449863	+	LOC124904837
ARHGEF10L	chr1	17513435	17697875	+	ARHGEF10L
LINC02810	chr1	17717196	17722347	+	LINC02810
ACTL8	chr1	17755333	17827063	+	ACTL8
LOC105376809	chr1	18000470	18010489	-	LOC105376809
LOC105376812	chr1	18043754	18052375	+	LOC105376812
LINC01654	chr1	18065657	18074412	+	LINC01654
IGSF21	chr1	18107798	18378483	+	IGSF21
IGSF21-AS1	chr1	18160053	18176036	-	IGSF21-AS1
LOC124903864	chr1	18262567	18263470	-	LOC124903864
LOC124903863	chr1	18289108	18298331	-	LOC124903863
LOC124903865	chr1	18385743	18389040	+	LOC124903865
KLHDC7A	chr1	18480930	18485974	+	KLHDC7A
DYNLL1P3	chr1	18513008	18513395	+	DYNLL1P3
PAX7	chr1	18630846	18748866	+	PAX7
TAS1R2	chr1	18839599	18859660	-	TAS1R2
ALDH4A1	chr1	18871430	18902555	-	ALDH4A1
LOC124903866	chr1	18902113	18903371	+	LOC124903866
IFFO2	chr1	18904280	18956676	-	IFFO2
LOC105376815	chr1	18968194	19051428	-	LOC105376815
UBR4	chr1	19074510	19210266	-	UBR4
EMC1-AS1	chr1	19210386	19240704	+	EMC1-AS1
EMC1	chr1	19215660	19251524	-	EMC1
MRTO4	chr1	19251805	19260128	+	MRTO4
AKR7L	chr1	19265982	19274122	-	AKR7L
AKR7A3	chr1	19274229	19288770	-	AKR7A3
LOC124903867	chr1	19288060	19305348	+	LOC124903867
LOC100506730	chr1	19293247	19295736	-	LOC100506730
AKR7A2	chr1	19302708	19312146	-	AKR7A2
RNU6-1099P	chr1	19305077	19305181	-	RNU6-1099P
SLC66A1	chr1	19312326	19334463	+	SLC66A1
CAPZB	chr1	19338775	19485539	-	CAPZB
LOC124903868	chr1	19408690	19416406	+	LOC124903868
RN7SL277P	chr1	19424384	19424599	+	RN7SL277P
LOC124903869	chr1	19439898	19446536	+	LOC124903869
LOC105376819	chr1	19484520	19531787	+	LOC105376819
LOC105376818	chr1	19509890	19512483	-	LOC105376818
RNU4-28P	chr1	19510593	19510733	+	RNU4-28P
LOC105376817	chr1	19512540	19529845	-	LOC105376817
LOC124904816	chr1	19532170	19532274	-	LOC124904816
MICOS10-DT	chr1	19591802	19596832	-	MICOS10-DT
MICOS10-NBL1	chr1	19596979	19658452	+	MICOS10-NBL1
MICOS10	chr1	19596979	19629820	+	MICOS10
RPS14P3	chr1	19607807	19608644	+	RPS14P3
NBL1	chr1	19643229	19658452	+	NBL1
HTR6	chr1	19664875	19680966	+	HTR6
TMCO4	chr1	19682240	19799916	-	TMCO4
RNF186	chr1	19814029	19815283	-	RNF186
RNF186-AS1	chr1	19814409	19819502	+	RNF186-AS1
LOC105376823	chr1	19860211	19889164	-	LOC105376823
OTUD3	chr1	19882395	19912945	+	OTUD3
PLA2G2E	chr1	19920009	19923617	-	PLA2G2E
RN7SL304P	chr1	19970969	19971269	+	RN7SL304P
PLA2G2A	chr1	19975431	19980434	-	PLA2G2A
PLA2G5	chr1	20028408	20091911	+	PLA2G5
LOC100419911	chr1	20038930	20039444	+	LOC100419911
PLA2G2D	chr1	20111939	20119536	-	PLA2G2D
PLA2G2F	chr1	20139323	20150381	+	PLA2G2F
LOC117779438	chr1	20154214	20160568	+	LOC117779438
PLA2G2C	chr1	20163055	20186518	-	PLA2G2C
UBXN10	chr1	20183331	20196050	+	UBXN10
LOC105376825	chr1	20197306	20202827	+	LOC105376825
LOC105376826	chr1	20210715	20213349	-	LOC105376826
LINC01757	chr1	20243095	20244655	+	LINC01757
LOC105376828	chr1	20271604	20274507	+	LOC105376828
VWA5B1	chr1	20290875	20359518	+	VWA5B1
LOC124903870	chr1	20339509	20340787	+	LOC124903870
LINC01141	chr1	20359801	20428794	-	LINC01141
LOC124903871	chr1	20476222	20478793	+	LOC124903871
CAMK2N1	chr1	20482391	20486210	-	CAMK2N1
MUL1	chr1	20499448	20508151	-	MUL1
RPS4XP4	chr1	20525952	20526814	+	RPS4XP4
FAM43B	chr1	20552573	20555020	+	FAM43B
CDA	chr1	20589097	20618903	+	CDA
PINK1	chr1	20633458	20651511	+	PINK1
PINK1-AS	chr1	20642657	20652193	-	PINK1-AS
DDOST	chr1	20651777	20661369	-	DDOST
KIF17	chr1	20661630	20718007	-	KIF17
SH2D5	chr1	20719731	20732703	-	SH2D5
HP1BP3	chr1	20740266	20787307	-	HP1BP3
EIF4G3	chr1	20806292	21176897	-	EIF4G3
RNU7-200P	chr1	20841241	20841302	+	RNU7-200P
LOC105376830	chr1	20903705	20919273	+	LOC105376830
LOC105376829	chr1	20919271	20932636	+	LOC105376829
RPS15AP6	chr1	21003511	21003964	-	RPS15AP6
HSPE1P27	chr1	21161475	21162081	+	HSPE1P27
ECE1	chr1	21217250	21345504	-	ECE1
LOC124903872	chr1	21262083	21267251	+	LOC124903872
ECE1-AS1	chr1	21293290	21299869	+	ECE1-AS1
PPP1R11P1	chr1	21397800	21398562	+	PPP1R11P1
PDE4DIPP10	chr1	21411456	21411990	-	PDE4DIPP10
LOC105376832	chr1	21412667	21416543	-	LOC105376832
NBPF2P	chr1	21423108	21427960	-	NBPF2P
HS6ST1P1	chr1	21428068	21432220	+	HS6ST1P1
CROCCP5	chr1	21434320	21436826	+	CROCCP5
NBPF3	chr1	21436789	21484900	+	NBPF3
PFN1P10	chr1	21459424	21460202	-	PFN1P10
ALPL	chr1	21508984	21578410	+	ALPL
LINC02596	chr1	21586448	21591187	+	LINC02596
RAP1GAP	chr1	21596221	21669357	-	RAP1GAP
USP48	chr1	21678298	21783149	-	USP48
LOC124904736	chr1	21741140	21741195	+	LOC124904736
LDLRAD2	chr1	21812265	21825225	+	LDLRAD2
HSPG2	chr1	21822244	21937310	-	HSPG2
RPL21P29	chr1	21908058	21908614	+	RPL21P29
CELA3B	chr1	21977022	21998642	+	CELA3B
RN7SL386P	chr1	21987481	21987777	+	RN7SL386P
RNU6-1022P	chr1	21987816	21987919	+	RNU6-1022P
CELA3A	chr1	22001657	22012542	+	CELA3A
RN7SL186P	chr1	22010650	22010946	+	RN7SL186P
RNU6-776P	chr1	22010985	22011088	+	RNU6-776P
LINC01635	chr1	22023994	22026048	-	LINC01635
LINC00339	chr1	22025191	22031224	+	LINC00339
CDC42	chr1	22052709	22101360	+	CDC42
MPHOSPH6P1	chr1	22068088	22068839	-	MPHOSPH6P1
WNT4	chr1	22117313	22143097	-	WNT4
LOC105376845	chr1	22140953	22157385	+	LOC105376845
LOC105376850	chr1	22163343	22175759	+	LOC105376850
LOC107985377	chr1	22252565	22257967	+	LOC107985377
PPIAP34	chr1	22322641	22323373	-	PPIAP34
LOC105376856	chr1	22416331	22418964	-	LOC105376856
ZBTB40	chr1	22428909	22531154	+	ZBTB40
EPHA8	chr1	22563489	22603595	+	EPHA8
C1QA	chr1	22636463	22639678	+	C1QA
C1QC	chr1	22643633	22648108	+	C1QC
C1QB	chr1	22653236	22661637	+	C1QB
EPHB2	chr1	22710838	22921500	+	EPHB2
LOC124903874	chr1	22883513	22889560	-	LOC124903874
LACTBL1	chr1	22953043	22972866	-	LACTBL1
TEX46	chr1	23010834	23015852	-	TEX46
KDM1A	chr1	23019468	23083689	+	KDM1A
LUZP1	chr1	23083642	23178122	-	LUZP1
RNU6-514P	chr1	23162704	23162810	+	RNU6-514P
RNU6-135P	chr1	23163953	23164053	+	RNU6-135P
HTR1D	chr1	23191895	23217502	-	HTR1D
RPL29P6	chr1	23244729	23245346	+	RPL29P6
LINC01355	chr1	23281309	23285518	-	LINC01355
HNRNPR	chr1	23304688	23344284	-	HNRNPR
ZNF436	chr1	23359448	23369836	-	ZNF436
ZNF436-AS1	chr1	23368971	23371839	+	ZNF436-AS1
TCEA3	chr1	23380909	23424748	-	TCEA3
LOC124903875	chr1	23424866	23428983	+	LOC124903875
ASAP3	chr1	23428563	23484631	-	ASAP3
E2F2	chr1	23505212	23531233	-	E2F2
LOC101928163	chr1	23521930	23528419	+	LOC101928163
LOC124903876	chr1	23539883	23573700	+	LOC124903876
LOC105376859	chr1	23548494	23554942	-	LOC105376859
ID3	chr1	23557926	23559501	-	ID3
LOC107984928	chr1	23576436	23577707	-	LOC107984928
MDS2	chr1	23627334	23640568	+	MDS2
EEF1A1P48	chr1	23670777	23671244	+	EEF1A1P48
RPL11	chr1	23691779	23696835	+	RPL11
ELOA	chr1	23743471	23762059	+	ELOA
ELOA-AS1	chr1	23760382	23778297	-	ELOA-AS1
PITHD1	chr1	23778418	23788232	+	PITHD1
LOC105376860	chr1	23790614	23793532	-	LOC105376860
LYPLA2	chr1	23791145	23795539	+	LYPLA2
GALE	chr1	23795599	23800754	-	GALE
HMGCL	chr1	23801885	23825429	-	HMGCL
LOC105376861	chr1	23825540	23838636	-	LOC105376861
FUCA1	chr1	23845077	23868290	-	FUCA1
CNR2	chr1	23870515	23913362	-	CNR2
LOC124904841	chr1	23882255	23882352	+	LOC124904841
BTBD6P1	chr1	23901049	23903008	-	BTBD6P1
LOC124903877	chr1	23948809	23958114	-	LOC124903877
H3P1	chr1	23949016	23949383	-	H3P1
PNRC2	chr1	23959164	23963462	+	PNRC2
SRSF10	chr1	23964347	23980327	-	SRSF10
LOC105378615	chr1	23987408	23987788	-	LOC105378615
RPL36P5	chr1	24007834	24008554	-	RPL36P5
LOC105376863	chr1	24010517	24028975	+	LOC105376863
LOC107984931	chr1	24042274	24064129	+	LOC107984931
MYOM3	chr1	24056041	24112135	-	MYOM3
MYOM3-AS1	chr1	24066762	24083355	+	MYOM3-AS1
LOC124903878	chr1	24096046	24097974	+	LOC124903878
LOC105376864	chr1	24098706	24103931	+	LOC105376864
IL22RA1	chr1	24119771	24143140	-	IL22RA1
LOC124903879	chr1	24151434	24160458	+	LOC124903879
IFNLR1	chr1	24154168	24187289	-	IFNLR1
LINC02800	chr1	24200240	24211690	+	LINC02800
GRHL3-AS1	chr1	24305928	24321991	-	GRHL3-AS1
GRHL3	chr1	24319357	24364482	+	GRHL3
STPG1	chr1	24356999	24415044	-	STPG1
NIPAL3	chr1	24413524	24472983	+	NIPAL3
RCAN3AS	chr1	24496254	24502382	-	RCAN3AS
RCAN3	chr1	24502344	24541040	+	RCAN3
NCMAP-DT	chr1	24539274	24556024	-	NCMAP-DT
NCMAP	chr1	24556087	24609328	+	NCMAP
RPL26P8	chr1	24563597	24563971	+	RPL26P8
SRRM1	chr1	24643302	24673281	+	SRRM1
LOC124904829	chr1	24666983	24667087	-	LOC124904829
CLIC4	chr1	24745447	24844321	+	CLIC4
RNU6-1208P	chr1	24777873	24777979	-	RNU6-1208P
LOC105376876	chr1	24857082	24865738	+	LOC105376876
RUNX3	chr1	24899511	24965138	-	RUNX3
RUNX3-AS1	chr1	24930457	24964708	+	RUNX3-AS1
LINC02793	chr1	25041167	25048867	+	LINC02793
IFITM3P7	chr1	25124893	25125457	-	IFITM3P7
LOC124903880	chr1	25131164	25132919	-	LOC124903880
SYF2	chr1	25222276	25232502	-	SYF2
LOC124903881	chr1	25232589	25240273	+	LOC124903881
RSRP1	chr1	25242249	25338254	-	RSRP1
LOC105376882	chr1	25269459	25274624	-	LOC105376882
RHD	chr1	25272486	25330445	+	RHD
SDHDP6	chr1	25293358	25294669	-	SDHDP6
TMEM50A	chr1	25338334	25362361	+	TMEM50A
LOC124904723	chr1	25340971	25341034	+	LOC124904723
LOC124904823	chr1	25346274	25346377	-	LOC124904823
RHCE	chr1	25362249	25430203	-	RHCE
SDHDP7	chr1	25398695	25400004	+	SDHDP7
MACO1	chr1	25430897	25500209	+	MACO1
LDLRAP1	chr1	25543606	25590400	+	LDLRAP1
MAN1C1	chr1	25616791	25784450	+	MAN1C1
SELENON	chr1	25800193	25818221	+	SELENON
MTFR1L	chr1	25819954	25832938	+	MTFR1L
LOC646471	chr1	25819954	25823606	-	LOC646471
AUNIP	chr1	25831906	25859457	-	AUNIP
PAQR7	chr1	25861484	25875708	-	PAQR7
STMN1	chr1	25884179	25906880	-	STMN1
SNRPFP2	chr1	25887330	25887702	+	SNRPFP2
RPL39P7	chr1	25888917	25889304	+	RPL39P7
LOC105376885	chr1	25906550	25908243	+	LOC105376885
PAFAH2	chr1	25959767	25998063	-	PAFAH2
RNU6-110P	chr1	25964197	25964300	+	RNU6-110P
LOC124900433	chr1	26006216	26006299	+	LOC124900433
EXTL1	chr1	26021775	26036464	+	EXTL1
SLC30A2	chr1	26037252	26046118	-	SLC30A2
LOC105376910	chr1	26048258	26050654	+	LOC105376910
TRIM63	chr1	26051301	26067630	-	TRIM63
PDIK1L	chr1	26111162	26125555	+	PDIK1L
FAM110D	chr1	26159079	26163962	+	FAM110D
C1orf232	chr1	26164101	26168963	-	C1orf232
ZNF593OS	chr1	26169521	26171832	-	ZNF593OS
ZNF593	chr1	26169908	26170873	+	ZNF593
CNKSR1	chr1	26177491	26189884	+	CNKSR1
CATSPER4	chr1	26190602	26202964	+	CATSPER4
LOC100420494	chr1	26218886	26219534	-	LOC100420494
LOC124903882	chr1	26224599	26225297	-	LOC124903882
ZPLD2P	chr1	26225320	26229840	+	ZPLD2P
CEP85	chr1	26234200	26278808	+	CEP85
LOC124904684	chr1	26246754	26246847	+	LOC124904684
MRPS6P1	chr1	26263035	26263398	-	MRPS6P1
SH3BGRL3	chr1	26280086	26281522	+	SH3BGRL3
UBXN11	chr1	26282282	26318355	-	UBXN11
CD52	chr1	26317958	26320523	+	CD52
CRYBG2	chr1	26321865	26354130	-	CRYBG2
RPL34P4	chr1	26326641	26327042	+	RPL34P4
ZNF683	chr1	26361634	26374518	-	ZNF683
LIN28A	chr1	26410817	26429728	+	LIN28A
LOC124903883	chr1	26430755	26432237	-	LOC124903883
DHDDS	chr1	26432321	26471306	+	DHDDS
RPL17P9	chr1	26454596	26455207	-	RPL17P9
DHDDS-AS1	chr1	26462756	26467537	-	DHDDS-AS1
HMGN2	chr1	26472440	26476642	+	HMGN2
DPPA2P2	chr1	26519117	26520264	-	DPPA2P2
LOC124903884	chr1	26529120	26531398	-	LOC124903884
RPS6KA1	chr1	26529761	26575025	+	RPS6KA1
RN7SL679P	chr1	26593245	26593546	-	RN7SL679P
LOC124904769	chr1	26602369	26602432	-	LOC124904769
LOC124904813	chr1	26642286	26642389	-	LOC124904813
LOC105376888	chr1	26689182	26690812	+	LOC105376888
LOC124900417	chr1	26691908	26696405	-	LOC124900417
LOC101928728	chr1	26691910	26694131	-	LOC101928728
ARID1A	chr1	26696015	26782104	+	ARID1A
PIGV	chr1	26787054	26800659	+	PIGV
RN7SL165P	chr1	26814822	26815112	+	RN7SL165P
ZDHHC18	chr1	26826688	26857604	+	ZDHHC18
SFN	chr1	26863149	26864456	+	SFN
GPN2	chr1	26876132	26890283	-	GPN2
GPATCH3	chr1	26890488	26900467	-	GPATCH3
NUDC	chr1	26900161	26946871	+	NUDC
NR0B2	chr1	26911489	26913975	-	NR0B2
KDF1	chr1	26949562	26960468	-	KDF1
RPL12P13	chr1	26980080	26981023	+	RPL12P13
RPL32P6	chr1	26983595	26984079	+	RPL32P6
OSTCP2	chr1	26985757	26986343	-	OSTCP2
TRNP1	chr1	26993692	27000886	+	TRNP1
TENT5B	chr1	27005020	27012850	-	TENT5B
LOC101928391	chr1	27031758	27065585	+	LOC101928391
SLC9A1	chr1	27098809	27155125	-	SLC9A1
LOC102723760	chr1	27157561	27160468	+	LOC102723760
RPL18AP5	chr1	27176711	27177330	+	RPL18AP5
CHCHD3P3	chr1	27200636	27201599	-	CHCHD3P3
NPM1P39	chr1	27206914	27207875	+	NPM1P39
SNRPEP7	chr1	27211195	27211481	+	SNRPEP7
WDTC1-DT	chr1	27229631	27234429	-	WDTC1-DT
WDTC1	chr1	27234441	27308636	+	WDTC1
TMEM222	chr1	27322163	27336400	+	TMEM222
ACTG1P20	chr1	27323874	27326525	+	ACTG1P20
RNU6-48P	chr1	27325219	27325324	+	RNU6-48P
SYTL1	chr1	27342022	27353932	+	SYTL1
MAP3K6	chr1	27355184	27366961	-	MAP3K6
FCN3	chr1	27369110	27374824	-	FCN3
CD164L2	chr1	27379176	27383333	-	CD164L2
GPR3	chr1	27392622	27395814	+	GPR3
WASF2	chr1	27404230	27490167	-	WASF2
LOC105376892	chr1	27522487	27530720	+	LOC105376892
AHDC1	chr1	27534245	27604227	-	AHDC1
FGR	chr1	27612064	27635185	-	FGR
LOC729973	chr1	27649379	27649940	+	LOC729973
LINC02574	chr1	27660328	27662722	-	LINC02574
IFI6	chr1	27666064	27672192	-	IFI6
RNU6-949P	chr1	27675603	27675709	-	RNU6-949P
CHMP1AP1	chr1	27686809	27687440	-	CHMP1AP1
RNU6-424P	chr1	27693731	27693835	+	RNU6-424P
FAM76A	chr1	27725961	27763116	+	FAM76A
RPEP3	chr1	27739930	27740832	+	RPEP3
STX12	chr1	27773219	27824443	+	STX12
RNU6-1245P	chr1	27824538	27824643	+	RNU6-1245P
LOC124903885	chr1	27827811	27831783	-	LOC124903885
PPP1R8	chr1	27830782	27851676	+	PPP1R8
SCARNA1	chr1	27834401	27834566	+	SCARNA1
THEMIS2	chr1	27872544	27886675	+	THEMIS2
RPA2	chr1	27891524	27914797	-	RPA2
SMPDL3B	chr1	27935000	27959152	+	SMPDL3B
XKR8	chr1	27959973	27968093	+	XKR8
EYA3	chr1	27970344	28088610	-	EYA3
RN7SL559P	chr1	28031884	28032180	-	RN7SL559P
SPCS2P4	chr1	28095035	28096442	-	SPCS2P4
ARL8BP2	chr1	28120834	28121467	-	ARL8BP2
RNU6-176P	chr1	28142737	28142841	-	RNU6-176P
RNU7-29P	chr1	28144156	28144214	-	RNU7-29P
PTAFR	chr1	28147166	28193856	-	PTAFR
DNAJC8	chr1	28200278	28233029	-	DNAJC8
ATP5IF1	chr1	28236124	28238100	+	ATP5IF1
SESN2	chr1	28259518	28282491	+	SESN2
MED18	chr1	28329040	28335965	+	MED18
PHACTR4	chr1	28369740	28500364	+	PHACTR4
RNU6ATAC27P	chr1	28481362	28481480	+	RNU6ATAC27P
SNHG3	chr1	28505943	28510892	+	SNHG3
RCC1	chr1	28506043	28538989	+	RCC1
SNORA73A	chr1	28507365	28507571	+	SNORA73A
SNORA73B	chr1	28508558	28508762	+	SNORA73B
LOC124904836	chr1	28517476	28517575	+	LOC124904836
PRDX3P2	chr1	28526358	28527238	-	PRDX3P2
TRNAU1AP	chr1	28553085	28578545	+	TRNAU1AP
SNHG12	chr1	28578538	28582983	-	SNHG12
SNORD99	chr1	28578743	28578822	-	SNORD99
SNORA61	chr1	28579764	28579893	-	SNORA61
SNORA44	chr1	28580381	28580512	-	SNORA44
SNORA16A	chr1	28580920	28581053	-	SNORA16A
RAB42	chr1	28592265	28596666	+	RAB42
TAF12	chr1	28602850	28648269	-	TAF12
TAF12-DT	chr1	28643256	28648801	+	TAF12-DT
RNU11	chr1	28648600	28648734	+	RNU11
GMEB1	chr1	28668229	28719353	+	GMEB1
LOC124904809	chr1	28689665	28689794	+	LOC124904809
YTHDF2	chr1	28736624	28769775	+	YTHDF2
OPRD1	chr1	28812170	28871267	+	OPRD1
EPB41	chr1	28887100	29120041	+	EPB41
LOC124903886	chr1	28927229	28942646	-	LOC124903886
RPL27P4	chr1	28982244	28982644	-	RPL27P4
TMEM200B	chr1	29119429	29123903	-	TMEM200B
SRSF4	chr1	29147743	29181900	-	SRSF4
MECR	chr1	29167696	29230934	-	MECR
LOC124903887	chr1	29223753	29224816	+	LOC124903887
PTPRU	chr1	29236522	29326800	+	PTPRU
LINC01756	chr1	29329620	29350114	-	LINC01756
LOC107984933	chr1	29442944	29525101	+	LOC107984933
LOC107984934	chr1	29604580	29689297	+	LOC107984934
LINC01648	chr1	30013952	30037612	-	LINC01648
LOC105378617	chr1	30162973	30199955	-	LOC105378617
LOC105378618	chr1	30253430	30261188	+	LOC105378618
LOC124903888	chr1	30708446	30710179	-	LOC124903888
MATN1	chr1	30711277	30723585	-	MATN1
MATN1-AS1	chr1	30718772	30726746	+	MATN1-AS1
LAPTM5	chr1	30732469	30757774	-	LAPTM5
LOC105378620	chr1	30743790	30752360	-	LOC105378620
LOC105378621	chr1	30775079	30782351	-	LOC105378621
LINC01778	chr1	30824652	30834284	+	LINC01778
RN7SKP91	chr1	30843825	30844062	+	RN7SKP91
LOC400748	chr1	30858180	30860254	+	LOC400748
SDC3	chr1	30869466	30909735	-	SDC3
RN7SL371P	chr1	30918469	30918735	-	RN7SL371P
PUM1	chr1	30931506	31065717	-	PUM1
SNORD103A	chr1	30935689	30935776	-	SNORD103A
SNORD103B	chr1	30949118	30949205	-	SNORD103B
SNORD103C	chr1	30968163	30968237	-	SNORD103C
LOC107985097	chr1	31050872	31051176	+	LOC107985097
SELENOWP1	chr1	31094589	31095638	-	SELENOWP1
LOC124904579	chr1	31100206	31107993	+	LOC124904579
RPL21P22	chr1	31108101	31108663	-	RPL21P22
LOC107984935	chr1	31155046	31156134	+	LOC107984935
NKAIN1	chr1	31179745	31239887	-	NKAIN1
SNRNP40	chr1	31259568	31296788	-	SNRNP40
ZCCHC17	chr1	31297032	31364936	+	ZCCHC17
FABP3	chr1	31359588	31373076	-	FABP3
LOC124903892	chr1	31374299	31377487	+	LOC124903892
LOC105378623	chr1	31383577	31389830	-	LOC105378623
SERINC2	chr1	31409777	31434678	+	SERINC2
LOC124903900	chr1	31426410	31471476	-	LOC124903900
LOC105378625	chr1	31445854	31450649	+	LOC105378625
LOC105379772	chr1	31471118	31482156	+	LOC105379772
EEF1A1P46	chr1	31487591	31488973	-	EEF1A1P46
RNU6-40P	chr1	31497578	31497683	-	RNU6-40P
LDC1P	chr1	31500085	31508566	+	LDC1P
LINC01226	chr1	31518435	31524245	+	LINC01226
LOC124903917	chr1	31551535	31566932	+	LOC124903917
LOC105378626	chr1	31567938	31577897	-	LOC105378626
TINAGL1	chr1	31576515	31587686	+	TINAGL1
HCRTR1	chr1	31617689	31634492	+	HCRTR1
PEF1	chr1	31629866	31644876	-	PEF1
PEF1-AS1	chr1	31644136	31660169	+	PEF1-AS1
COL16A1	chr1	31652263	31704017	-	COL16A1
LOC101929444	chr1	31669804	31671067	+	LOC101929444
ADGRB2	chr1	31727117	31764340	-	ADGRB2
LOC124903930	chr1	31768703	31769533	-	LOC124903930
SPOCD1	chr1	31790422	31816022	-	SPOCD1
PTP4A2	chr1	31906421	31938368	-	PTP4A2
LOC128031832	chr1	31919563	31919628	-	LOC128031832
KHDRBS1	chr1	32013868	32060850	+	KHDRBS1
TMEM39B	chr1	32072031	32102863	+	TMEM39B
KPNA6	chr1	32108056	32176563	+	KPNA6
TXLNA	chr1	32179675	32198285	+	TXLNA
CCDC28B	chr1	32196011	32205387	+	CCDC28B
IQCC	chr1	32205671	32208682	+	IQCC
DCDC2B	chr1	32209089	32216192	+	DCDC2B
TMEM234	chr1	32214477	32222353	-	TMEM234
EIF3I	chr1	32222407	32236170	+	EIF3I
MTMR9LP	chr1	32231660	32241710	-	MTMR9LP
FAM167B	chr1	32247222	32248856	+	FAM167B
LCK	chr1	32251265	32286165	+	LCK
HDAC1	chr1	32292083	32333626	+	HDAC1
MARCKSL1	chr1	32333839	32336233	-	MARCKSL1
LOC124903949	chr1	32335377	32349099	+	LOC124903949
LOC105378629	chr1	32343136	32351864	-	LOC105378629
LOC124903933	chr1	32351602	32361328	+	LOC124903933
FAM229A	chr1	32361270	32362485	-	FAM229A
TSSK3	chr1	32362539	32364312	+	TSSK3
BSDC1	chr1	32364633	32394441	-	BSDC1
GAPDHP20	chr1	32401899	32403183	-	GAPDHP20
LRRC37A12P	chr1	32424476	32426537	-	LRRC37A12P
RN7SL122P	chr1	32457835	32458135	+	RN7SL122P
ZBTB8B	chr1	32465072	32496686	+	ZBTB8B
